frame_idx,class_name,conf,x1,y1,x2,y2,cx,cy
5,fish,0.6699,494.3250,1193.5125,537.8625,1231.9875,516.0938,1212.7500
5,fish,0.6577,909.0000,1233.0000,959.6250,1273.5000,934.3125,1253.2500
5,fish,0.6577,906.6375,696.1500,955.2375,732.6000,930.9375,714.3750
5,fish,0.6558,732.0375,1242.1125,786.7125,1284.6375,759.3750,1263.3750
5,fish,0.6460,597.1500,681.5812,653.8500,729.1688,625.5000,705.3750
5,fish,0.6362,701.5500,277.3969,754.2000,314.3531,727.8750,295.8750
5,fish,0.6353,486.5344,380.2500,536.6531,420.7500,511.5938,400.5000
5,fish,0.6084,972.9562,412.5375,1020.5438,446.9625,996.7500,429.7500
5,fish,0.6011,475.1719,995.0063,528.3281,1034.4938,501.7500,1014.7500
5,fish,0.5972,981.1125,984.0375,1023.6375,1018.4625,1002.3750,1001.2500
5,fish,0.5815,474.4406,620.4937,529.6219,672.1313,502.0312,646.3125
5,fish,0.5186,629.4375,996.4125,680.0625,1030.8375,654.7500,1013.6250
6,fish,0.7251,231.8063,911.0250,278.3813,947.4750,255.0938,929.2500
6,fish,0.7041,487.2937,362.4469,540.9562,406.4906,514.1250,384.4688
6,fish,0.6953,578.9953,682.0875,637.9734,728.6625,608.4844,705.3750
6,fish,0.6943,222.9750,675.1125,277.6500,717.6375,250.3125,696.3750
6,fish,0.6929,241.3547,1212.5250,287.6766,1248.9750,264.5156,1230.7500
6,fish,0.6895,223.0312,401.4000,273.6562,437.8500,248.3438,419.6250
6,fish,0.6680,490.7812,1191.2625,536.3438,1229.7375,513.5625,1210.5000
6,fish,0.6636,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
6,fish,0.6621,909.0000,1233.0000,959.6250,1273.5000,934.3125,1253.2500
6,fish,0.6577,732.6000,1242.1125,787.2750,1284.6375,759.9375,1263.3750
6,fish,0.6470,700.4813,277.1156,754.1437,314.0719,727.3125,295.5938
6,fish,0.6162,470.9812,634.3875,524.6437,682.9875,497.8125,658.6875
6,fish,0.6123,972.3937,412.8469,1019.9813,447.7781,996.1875,430.3125
6,fish,0.5938,979.9875,982.9125,1022.5125,1017.3375,1001.2500,1000.1250
6,fish,0.5879,470.0250,992.8125,526.7250,1033.3125,498.3750,1013.0625
6,fish,0.5107,628.3687,996.4125,680.0063,1030.8375,654.1875,1013.6250
7,fish,0.7432,230.0344,910.4625,277.6219,946.9125,253.8281,928.6875
7,fish,0.7295,487.8562,340.8750,541.5187,386.4375,514.6875,363.6562
7,fish,0.7007,225.2109,401.9625,274.5703,438.4125,249.8906,420.1875
7,fish,0.6919,241.0734,1212.5250,287.3953,1248.9750,264.2344,1230.7500
7,fish,0.6807,222.4125,672.8625,277.0875,715.3875,249.7500,694.1250
7,fish,0.6758,700.5375,277.6781,755.2125,314.6344,727.8750,296.1562
7,fish,0.6611,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
7,fish,0.6592,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
7,fish,0.6548,493.2281,1192.3875,537.2719,1230.8625,515.2500,1211.6250
7,fish,0.6514,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
7,fish,0.6362,567.3937,684.4500,625.1063,733.0500,596.2500,708.7500
7,fish,0.6216,467.6344,644.9625,521.8031,691.5375,494.7188,668.2500
7,fish,0.6104,972.3937,413.1562,1019.9813,448.5938,996.1875,430.8750
7,fish,0.5898,978.8625,982.9125,1021.3875,1017.3375,1000.1250,1000.1250
7,fish,0.5273,628.3125,995.2875,678.9375,1029.7125,653.6250,1012.5000
7,fish,0.5215,465.5531,990.0000,517.6969,1030.5000,491.6250,1010.2500
8,fish,0.7104,226.7016,909.9000,275.0484,946.3500,250.8750,928.1250
8,fish,0.6992,491.3438,1205.7750,536.9062,1242.2250,514.1250,1224.0000
8,fish,0.6758,560.4750,686.1375,615.1500,734.7375,587.8125,710.4375
8,fish,0.6748,702.6750,277.3969,755.3250,314.3531,729.0000,295.8750
8,fish,0.6636,486.2250,323.5500,540.9000,366.0750,513.5625,344.8125
8,fish,0.6636,228.2625,399.2063,279.3938,436.6687,253.8281,417.9375
8,fish,0.6636,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
8,fish,0.6611,905.0625,695.6437,955.6875,733.1063,930.3750,714.3750
8,fish,0.6538,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
8,fish,0.6289,238.8797,1214.8875,286.2141,1253.3625,262.5469,1234.1250
8,fish,0.6094,972.3375,413.1281,1018.9125,448.0594,995.6250,430.5938
8,fish,0.6069,221.0344,671.7938,276.2156,715.3312,248.6250,693.5625
8,fish,0.5859,457.6219,990.1125,513.8156,1032.6375,485.7188,1011.3750
8,fish,0.5859,978.8625,982.9125,1021.3875,1017.3375,1000.1250,1000.1250
8,fish,0.5757,466.9312,644.0625,518.5688,694.6875,492.7500,669.3750
8,fish,0.5352,628.3125,996.4125,678.9375,1030.8375,653.6250,1013.6250
9,fish,0.7734,494.1000,1223.7750,538.6500,1260.2250,516.3750,1242.0000
9,fish,0.7622,234.0844,386.6906,286.2281,426.6844,260.1562,406.6875
9,fish,0.7266,460.4062,985.3875,511.0312,1023.8625,485.7188,1004.6250
9,fish,0.7124,235.5188,1219.5000,283.1062,1260.0000,259.3125,1239.7500
9,fish,0.6885,482.8500,316.1812,537.5250,357.6938,510.1875,336.9375
9,fish,0.6758,559.9125,687.2625,614.5875,735.8625,587.2500,711.5625
9,fish,0.6724,702.6750,276.5813,755.3250,314.0437,729.0000,295.3125
9,fish,0.6626,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
9,fish,0.6592,225.0422,912.2625,273.8953,950.7375,249.4688,931.5000
9,fish,0.6548,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
9,fish,0.6514,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
9,fish,0.6396,217.4344,670.6125,273.6281,713.1375,245.5312,691.8750
9,fish,0.6250,460.8562,652.9500,509.4563,701.5500,485.1562,677.2500
9,fish,0.5981,972.3375,412.8469,1018.9125,447.7781,995.6250,430.3125
9,fish,0.5830,978.9750,981.8438,1023.5250,1017.2812,1001.2500,999.5625
9,fish,0.5547,628.3125,996.4125,678.9375,1030.8375,653.6250,1013.6250
10,fish,0.8105,238.0219,368.2125,290.1656,409.7250,264.0938,388.9688
10,fish,0.7153,230.2875,1228.2750,279.9000,1264.7250,255.0938,1246.5000
10,fish,0.7124,481.1625,313.8188,535.8375,353.3062,508.5000,333.5625
10,fish,0.7090,225.0000,920.5875,273.0938,957.0375,249.0469,938.8125
10,fish,0.7026,701.6625,276.0750,756.3375,314.5500,729.0000,295.3125
10,fish,0.6860,446.9625,663.8625,498.6000,706.3875,472.7812,685.1250
10,fish,0.6826,491.9625,1232.7750,538.5375,1269.2250,515.2500,1251.0000
10,fish,0.6582,908.4375,1231.9875,959.0625,1274.5125,933.7500,1253.2500
10,fish,0.6577,905.5688,696.2062,955.1812,733.6688,930.3750,714.9375
10,fish,0.6558,216.3938,670.5000,274.1062,711.0000,245.2500,690.7500
10,fish,0.6533,559.9125,686.2500,614.5875,736.8750,587.2500,711.5625
10,fish,0.6494,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
10,fish,0.6206,457.8750,979.8750,508.5000,1020.3750,483.1875,1000.1250
10,fish,0.6133,972.3375,412.5375,1018.9125,446.9625,995.6250,429.7500
10,fish,0.5850,978.9750,984.0375,1023.5250,1018.4625,1001.2500,1001.2500
10,fish,0.5518,627.1875,996.9188,677.8125,1030.3312,652.5000,1013.6250
11,fish,0.8320,241.0453,350.7750,291.9234,392.2875,266.4844,371.5312
11,fish,0.7104,701.6625,276.0750,756.3375,314.5500,729.0000,295.3125
11,fish,0.6958,481.4156,315.9844,535.5844,353.9531,508.5000,334.9688
11,fish,0.6943,222.2578,1232.8875,271.6172,1271.3625,246.9375,1252.1250
11,fish,0.6929,562.1063,683.4375,615.7687,734.0625,588.9375,708.7500
11,fish,0.6909,489.7688,1241.6625,537.3563,1276.0875,513.5625,1258.8750
11,fish,0.6782,223.0031,926.2687,270.5906,963.7313,246.7969,945.0000
11,fish,0.6689,218.4750,670.5000,273.1500,711.0000,245.8125,690.7500
11,fish,0.6680,429.5531,671.8500,481.6969,716.4000,455.6250,694.1250
11,fish,0.6577,455.9625,971.7750,502.5375,1008.2250,479.2500,990.0000
11,fish,0.6567,908.4375,1231.9875,959.0625,1274.5125,933.7500,1253.2500
11,fish,0.6567,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
11,fish,0.6479,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
11,fish,0.6143,972.3375,412.5375,1018.9125,446.9625,995.6250,429.7500
11,fish,0.5869,979.5375,982.9688,1024.0875,1018.4062,1001.8125,1000.6875
11,fish,0.5649,627.7500,996.9188,678.3750,1030.3312,653.0625,1013.6250
12,fish,0.7534,241.5375,335.2781,291.1500,376.2844,266.3438,355.7812
12,fish,0.7432,219.2906,1240.7625,268.3969,1279.2375,243.8438,1260.0000
12,fish,0.7202,484.4812,326.3062,538.1437,367.8188,511.3125,347.0625
12,fish,0.6992,220.1203,673.3687,274.0359,714.8813,247.0781,694.1250
12,fish,0.6909,220.6687,931.3875,269.2688,969.8625,244.9688,950.6250
12,fish,0.6895,702.7875,276.9187,757.4625,315.3938,730.1250,296.1562
12,fish,0.6802,418.5000,681.9750,469.1250,726.5250,443.8125,704.2500
12,fish,0.6680,563.7938,680.0625,617.4562,730.6875,590.6250,705.3750
12,fish,0.6611,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
12,fish,0.6558,908.4375,1231.9875,959.0625,1274.5125,933.7500,1253.2500
12,fish,0.6494,442.2937,959.4000,490.8938,995.8500,466.5938,977.6250
12,fish,0.6440,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
12,fish,0.6387,487.0688,1241.7750,536.6812,1278.2250,511.8750,1260.0000
12,fish,0.6187,972.3375,412.5375,1018.9125,446.9625,995.6250,429.7500
12,fish,0.5869,628.3125,996.4125,678.9375,1030.8375,653.6250,1013.6250
12,fish,0.5840,978.9750,980.7750,1023.5250,1017.2250,1001.2500,999.0000
13,fish,0.7402,220.8938,934.7625,268.4812,973.2375,244.6875,954.0000
13,fish,0.7280,241.5797,322.3687,291.9516,363.8813,266.7656,343.1250
13,fish,0.7104,483.4125,346.0500,538.0875,388.5750,510.7500,367.3125
13,fish,0.6885,702.7875,277.7344,757.4625,315.7031,730.1250,296.7188
13,fish,0.6836,220.4156,678.3750,274.5844,718.8750,247.5000,698.6250
13,fish,0.6724,210.1922,1244.0250,260.0578,1280.4750,235.1250,1262.2500
13,fish,0.6646,905.5688,695.6437,955.1812,733.1063,930.3750,714.3750
13,fish,0.6636,405.3375,693.0000,456.9750,733.5000,431.1562,713.2500
13,fish,0.6611,426.8250,950.2875,475.4250,984.7125,451.1250,967.5000
13,fish,0.6523,909.5625,1231.9875,960.1875,1274.5125,934.8750,1253.2500
13,fish,0.6479,490.8938,1241.7750,538.4813,1278.2250,514.6875,1260.0000
13,fish,0.6440,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
13,fish,0.6343,566.2125,673.9312,622.9125,725.5688,594.5625,699.7500
13,fish,0.6260,972.3937,412.5375,1019.9813,446.9625,996.1875,429.7500
13,fish,0.5957,979.5938,980.8312,1025.1562,1018.2938,1002.3750,999.5625
13,fish,0.5947,628.3125,996.4125,678.9375,1030.8375,653.6250,1013.6250
14,fish,0.7734,480.7688,361.6875,533.4188,402.1875,507.0938,381.9375
14,fish,0.7202,241.2562,316.0688,290.8687,355.5562,266.0625,335.8125
14,fish,0.7202,411.0188,929.0250,458.6062,965.4750,434.8125,947.2500
14,fish,0.7104,220.8656,937.9125,267.9469,972.3375,244.4062,955.1250
14,fish,0.6919,493.5938,1230.6375,539.1562,1269.1125,516.3750,1249.8750
14,fish,0.6885,202.7672,1242.0000,253.1391,1282.5000,227.9531,1262.2500
14,fish,0.6851,702.7875,278.0156,757.4625,315.9844,730.1250,297.0000
14,fish,0.6768,219.6562,681.9750,275.3438,726.5250,247.5000,704.2500
14,fish,0.6738,570.4172,669.3750,626.8641,720.0000,598.6406,694.6875
14,fish,0.6646,905.5688,696.1500,955.1812,732.6000,930.3750,714.3750
14,fish,0.6567,909.0000,1231.9875,959.6250,1274.5125,934.3125,1253.2500
14,fish,0.6479,733.1625,1244.2500,787.8375,1284.7500,760.5000,1264.5000
14,fish,0.6167,972.3937,412.5375,1019.9813,446.9625,996.1875,429.7500
14,fish,0.6162,980.4375,981.4500,1031.0625,1019.9250,1005.7500,1000.6875
14,fish,0.6133,386.5500,698.4000,439.2000,734.8500,412.8750,716.6250
14,fish,0.6060,627.1875,996.4125,677.8125,1030.8375,652.5000,1013.6250
15,fish,0.7402,398.7000,904.4438,447.3000,943.9312,423.0000,924.1875
15,fish,0.7251,239.0344,317.1375,289.1531,355.6125,264.0938,336.3750
15,fish,0.7026,477.2250,368.6062,531.9000,412.1438,504.5625,390.3750
15,fish,0.6851,701.6063,278.1352,755.2687,315.7242,728.4375,296.9297
15,fish,0.6689,220.9500,941.4000,269.5500,977.8500,245.2500,959.6250
15,fish,0.6680,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
15,fish,0.6611,909.0000,1233.0000,959.6250,1273.5000,934.3125,1253.2500
15,fish,0.6538,490.3313,1217.0250,537.9188,1253.4750,514.1250,1235.2500
15,fish,0.6494,732.0375,1244.2500,786.7125,1284.7500,759.3750,1264.5000
15,fish,0.6450,217.2656,686.9813,275.4844,730.5187,246.3750,708.7500
15,fish,0.6372,574.0312,663.1875,629.7188,713.8125,601.8750,688.5000
15,fish,0.6245,972.3937,412.5375,1019.9813,446.9625,996.1875,429.7500
15,fish,0.6196,198.8859,1237.5000,247.7391,1278.0000,223.3125,1257.7500
15,fish,0.6030,371.4750,697.3312,426.1500,734.7938,398.8125,716.0625
15,fish,0.5962,626.6812,996.4125,678.3188,1030.8375,652.5000,1013.6250
15,fish,0.5879,981.1125,985.1063,1023.6375,1018.5187,1002.3750,1001.8125
16,fish,0.7075,475.0031,373.3594,530.1844,416.3906,502.5938,394.8750
16,fish,0.7026,700.5375,277.7063,755.2125,315.1687,727.8750,296.4375
16,fish,0.6826,392.9062,887.4000,438.4688,923.8500,415.6875,905.6250
16,fish,0.6772,217.7156,941.2875,263.7844,975.7125,240.7500,958.5000
16,fish,0.6714,355.1625,696.3188,409.8375,735.8062,382.5000,716.0625
16,fish,0.6680,236.7844,322.5094,286.9031,361.4906,261.8438,342.0000
16,fish,0.6665,905.5688,696.1500,955.1812,732.6000,930.3750,714.3750
16,fish,0.6626,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
16,fish,0.6533,216.9281,690.3563,274.1344,733.8937,245.5312,712.1250
16,fish,0.6504,732.6000,1244.2500,787.2750,1284.7500,759.9375,1264.5000
16,fish,0.6318,491.6250,1210.2750,537.1875,1246.7250,514.4062,1228.5000
16,fish,0.6226,972.3937,412.2563,1019.9813,446.6812,996.1875,429.4688
16,fish,0.6050,196.6219,1233.7875,240.1594,1268.2125,218.3906,1251.0000
16,fish,0.6001,627.1875,996.4125,677.8125,1030.8375,652.5000,1013.6250
16,fish,0.5991,981.1688,985.1625,1024.7062,1019.5875,1002.9375,1002.3750
16,fish,0.5610,578.6578,655.3687,631.5609,707.0063,605.1094,681.1875
17,fish,0.7661,388.9688,874.9688,434.5312,910.4062,411.7500,892.6875
17,fish,0.7402,195.9047,1223.7750,239.1891,1260.2250,217.5469,1242.0000
17,fish,0.7324,233.0719,331.8750,282.1781,367.3125,257.6250,349.5938
17,fish,0.7090,474.3562,375.2719,528.0187,417.2906,501.1875,396.2812
17,fish,0.7026,699.4125,277.8398,754.0875,315.1758,726.7500,296.5078
17,fish,0.6968,214.6781,944.5500,256.6969,976.9500,235.6875,960.7500
17,fish,0.6680,489.1500,1207.0125,535.7250,1245.4875,512.4375,1226.2500
17,fish,0.6655,906.0750,696.1500,954.6750,732.6000,930.3750,714.3750
17,fish,0.6582,909.0000,1233.0000,959.6250,1273.5000,934.3125,1253.2500
17,fish,0.6548,732.0375,1242.1125,786.7125,1284.6375,759.3750,1263.3750
17,fish,0.6479,215.5781,690.9750,273.7969,735.5250,244.6875,713.2500
17,fish,0.6387,345.4875,695.2500,398.1375,735.7500,371.8125,715.5000
17,fish,0.6235,972.3937,412.2844,1019.9813,447.2156,996.1875,429.7500
17,fish,0.6177,581.1750,651.3188,633.8250,700.9312,607.5000,676.1250
17,fish,0.6040,627.1875,996.4125,677.8125,1030.8375,652.5000,1013.6250
17,fish,0.5796,980.1000,985.1625,1024.6500,1019.5875,1002.3750,1002.3750
18,fish,0.7251,208.1250,952.3125,251.1562,982.6875,229.6406,967.5000
18,fish,0.7007,488.6438,1210.2750,536.2313,1246.7250,512.4375,1228.5000
18,fish,0.6943,699.4125,277.7063,754.0875,315.1687,726.7500,296.4375
18,fish,0.6909,391.7250,862.3687,436.2750,903.8813,414.0000,883.1250
18,fish,0.6870,482.2312,367.1156,535.8937,409.1344,509.0625,388.1250
18,fish,0.6802,225.3656,339.7219,274.9781,374.6531,250.1719,357.1875
18,fish,0.6655,197.3250,1214.7750,240.8625,1251.2250,219.0938,1233.0000
18,fish,0.6655,905.5688,695.6437,955.1812,733.1063,930.3750,714.3750
18,fish,0.6577,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
18,fish,0.6523,215.3531,692.5500,269.5219,735.0750,242.4375,713.8125
18,fish,0.6450,732.0375,1242.1125,786.7125,1284.6375,759.3750,1263.3750
18,fish,0.6260,338.1187,695.7563,389.7563,735.2437,363.9375,715.5000
18,fish,0.6235,583.5375,646.2563,638.2125,695.8687,610.8750,671.0625
18,fish,0.6226,971.3250,412.5938,1019.9250,448.0312,995.6250,430.3125
18,fish,0.5962,627.1875,996.9750,677.8125,1031.4000,652.5000,1014.1875
18,fish,0.5806,980.1000,985.1625,1024.6500,1019.5875,1002.3750,1002.3750
19,fish,0.7505,486.1687,351.7312,539.8312,395.2688,513.0000,373.5000
19,fish,0.7168,585.2250,640.5750,639.9000,689.1750,612.5625,664.8750
19,fish,0.7090,699.4125,278.2688,754.0875,315.7312,726.7500,297.0000
19,fish,0.6992,219.6562,347.9625,270.2812,384.4125,244.9688,366.1875
19,fish,0.6860,211.0641,693.0000,263.9672,733.5000,237.5156,713.2500
19,fish,0.6836,488.1375,1225.0125,536.7375,1263.4875,512.4375,1244.2500
19,fish,0.6758,194.5687,1210.3875,239.1188,1248.8625,216.8438,1229.6250
19,fish,0.6670,905.0063,695.6437,954.6187,733.1063,929.8125,714.3750
19,fish,0.6636,394.2000,856.2375,442.8000,898.7625,418.5000,877.5000
19,fish,0.6548,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
19,fish,0.6523,732.6000,1242.1125,787.2750,1284.6375,759.9375,1263.3750
19,fish,0.6514,201.0516,959.2875,245.8547,993.7125,223.4531,976.5000
19,fish,0.6250,971.2687,413.1562,1018.8563,448.5938,995.0625,430.8750
19,fish,0.6226,330.8344,699.6938,382.9781,739.1812,356.9062,719.4375
19,fish,0.5928,627.2437,997.5375,678.8813,1031.9625,653.0625,1014.7500
19,fish,0.5815,981.1688,984.6000,1024.7062,1019.0250,1002.9375,1001.8125
20,fish,0.7549,193.3172,1203.7500,238.1203,1244.2500,215.7188,1224.0000
20,fish,0.7007,208.1391,693.0000,259.0172,733.5000,233.5781,713.2500
20,fish,0.6943,396.0562,856.6875,447.6938,897.1875,421.8750,876.9375
20,fish,0.6909,217.1109,356.5406,267.4828,395.5219,242.2969,376.0312
20,fish,0.6899,699.4125,277.5727,754.0875,315.1617,726.7500,296.3672
20,fish,0.6802,578.4047,630.0000,636.8766,680.6250,607.6406,655.3125
20,fish,0.6714,486.1125,342.1406,538.7625,385.1719,512.4375,363.6562
20,fish,0.6689,194.9484,967.1625,241.2703,1001.5875,218.1094,984.3750
20,fish,0.6670,905.0625,695.6437,955.6875,733.1063,930.3750,714.3750
20,fish,0.6514,733.1625,1242.1125,787.8375,1284.6375,760.5000,1263.3750
20,fish,0.6470,909.5625,1233.0000,960.1875,1273.5000,934.8750,1253.2500
20,fish,0.6216,486.4781,1244.0250,535.5844,1280.4750,511.0312,1262.2500
20,fish,0.6177,345.8813,696.8250,395.4937,735.3000,370.6875,716.0625
20,fish,0.6152,971.2687,413.4375,1018.8563,448.8750,995.0625,431.1562
20,fish,0.6030,628.3125,998.0438,678.9375,1031.4562,653.6250,1014.7500
20,fish,0.5718,981.1688,985.1625,1024.7062,1019.5875,1002.9375,1002.3750
21,fish,0.7217,215.7469,368.8875,266.8781,407.3625,241.3125,388.1250
